dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,45.455969,7.087067,8.745992,4.101797,-1.084287,0.000000,3.687745
0.020000,45.386098,7.044494,8.827811,4.080111,-1.084287,0.000000,3.689900
0.020000,45.316687,7.002000,8.909196,4.058425,-1.084287,0.000000,3.691981
0.020000,45.247733,6.959591,8.990148,4.036739,-1.084287,0.000000,3.693990
0.020000,45.179232,6.917275,9.070666,4.015054,-1.084287,0.000000,3.695928
0.020000,45.111180,6.875056,9.150750,3.993368,-1.084287,0.000000,3.697796
0.020000,45.043574,6.832942,9.230401,3.971682,-1.084287,0.000000,3.699594
0.020000,44.976409,6.790939,9.309617,3.949996,-1.084287,0.000000,3.701325
0.020000,44.909684,6.749053,9.388400,3.928311,-1.084287,0.000000,3.702989
0.020000,44.843394,6.707289,9.466750,3.906625,-1.084287,0.000000,3.704587
0.020000,44.777536,6.665653,9.544665,3.884939,-1.084287,0.000000,3.706120
0.020000,44.712106,6.624150,9.622147,3.863253,-1.084287,-0.000000,3.707589
0.020000,44.647103,6.582786,9.699196,3.841568,-1.084287,-0.000000,3.708996
0.020000,44.582522,6.541567,9.775810,3.819882,-1.084287,0.000000,3.710341
0.020000,44.518360,6.500496,9.851991,3.798196,-1.084287,0.000000,3.711625
0.020000,44.454615,6.459579,9.927738,3.776510,-1.084287,-0.000000,3.712849
0.020000,44.391284,6.418821,10.003051,3.754825,-1.084287,0.000000,3.714015
0.020000,44.328363,6.378226,10.077931,3.733139,-1.084287,0.000000,3.715123
0.020000,44.265851,6.337798,10.152377,3.711453,-1.084287,-0.000000,3.716174
0.020000,44.203743,6.297542,10.226389,3.689768,-1.084287,-0.000000,3.717169
0.020000,44.142039,6.257463,10.299968,3.668082,-1.084287,0.000000,3.718109
0.020000,44.080735,6.217564,10.373112,3.646396,-1.084287,0.000000,3.718995
0.020000,44.019828,6.177849,10.445823,3.624710,-1.084287,-0.000000,3.719828
0.020000,43.959317,6.138322,10.518101,3.603025,-1.084287,0.000000,3.720609
0.020000,43.899198,6.098987,10.589944,3.581339,-1.084287,0.000000,3.721338
0.020000,43.839470,6.059848,10.661354,3.559653,-1.084287,0.000000,3.722017
0.020000,43.780129,6.020907,10.732330,3.537967,-1.084287,0.000000,3.722647
0.020000,43.721175,5.982168,10.802873,3.516282,-1.084287,0.000000,3.723228
0.020000,43.662605,5.943635,10.872982,3.494596,-1.084287,0.000000,3.723761
0.020000,43.604417,5.905311,10.942657,3.472910,-1.084287,0.000000,3.724247
0.020000,43.546609,5.867199,11.011898,3.451224,-1.084287,-0.000000,3.724688
0.020000,43.489178,5.829301,11.080706,3.429539,-1.084287,-0.000000,3.725082
0.020000,43.432124,5.791621,11.149080,3.407853,-1.084287,0.000000,3.725433
0.020000,43.375444,5.754161,11.217020,3.386167,-1.084287,0.000000,3.725740
0.020000,43.319136,5.716924,11.284526,3.364481,-1.084287,-0.000000,3.726004
